Hugo_Symbol	q
BSDC1	3.924341408683083e-05
ACP6	3.9363998481621754e-05
GJC1	3.9363998481621754e-05
SIRT5	3.9363998481621754e-05
TCEB3	3.9363998481621754e-05
GTF2F2	3.950373758114086e-05
SLC22A17	3.951146975169867e-05
SERF1A	3.9735948006130104e-05
TMEM208	3.9738764178102116e-05
LOC728613	3.989381310761629e-05
CSF2RA	3.989899107052409e-05
IFNGR1	4.0300077615832385e-05
TCEA2	4.035128481073438e-05
TNKS2	4.049107824532752e-05
ECT2	4.0768951887606145e-05
GRAP2	4.0901320043968954e-05
SSR1	4.107192378240936e-05
PPP1R3E	4.115783447764757e-05
SLC39A14	4.118254812088507e-05
LRP3	4.121860583709627e-05
INTS2	4.121860583709627e-05
TTC26	4.126377462053787e-05
CLUAP1	4.127743551050858e-05
CGREF1	4.140211567260849e-05
MOCS1	4.154864691091875e-05
PELP1	4.212729853052785e-05
HEXB	4.2398315796646614e-05
TBC1D4	4.2788261617218175e-05
PPAP2A	4.279041860163685e-05
ZBTB40	4.279041860163685e-05
RAD9B	4.281171615096921e-05
AGK	4.334433403174739e-05
ATRX	4.342372002010167e-05
CNIH1	4.359490597384541e-05
MBLAC1	4.360085134412517e-05
KAZN	4.3630793117244745e-05
TRAPPC2B	4.3673597683910265e-05
LINC00115	4.375222802970851e-05
KRBA2	4.393010454467976e-05
PPM1H	4.412180342737461e-05
SEC23B	4.423855270837914e-05
SATB2	4.4377802658542806e-05
ZNF367	4.4388301994634075e-05
FAM167B	4.4388301994634075e-05
ZNF589	4.449400611560967e-05
C12ORF65	4.4565776645290266e-05
RPS17	4.4726915513842835e-05
TMF1	4.473944713579414e-05
DHX34	4.4768282260665195e-05
ESCO2	4.4800873920642576e-05
SMG6	4.4818177178233785e-05
ZC3H13	4.51799281273432e-05
SH3TC2	4.525903940475979e-05
PHLDA1	4.545126101466849e-05
FAM149B1	4.5616077016212416e-05
GRB10	4.582056037001339e-05
SERTAD4-AS1	4.5871689784099687e-05
AEBP1	4.605281950837602e-05
GOLGA8A	4.605281950837602e-05
LACTB2	4.6159561592234755e-05
SMARCA4	4.6178070092371235e-05
HERC1	4.6297576228093596e-05
ASRGL1	4.646242431851183e-05
QSER1	4.656360466562015e-05
SLC16A3	4.6746679952599646e-05
MARK1	4.6835146816292374e-05
P4HB	4.683711504294627e-05
ADIPOR1	4.6841006913161125e-05
OLFML3	4.685862611068577e-05
TIFA	4.6946096475196403e-05
NANS	4.6970591796072656e-05
SGCE	4.711355772036093e-05
TAOK1	4.742174734544985e-05
PDS5B	4.748796043188356e-05
CTSZ	4.7496559131989386e-05
FRAT2	4.7514642431200976e-05
COX7B	4.7529812397660345e-05
BLZF1	4.759839227114846e-05
WBSCR22	4.7674886949969705e-05
SMAD3	4.7710253762924935e-05
SNHG10	4.773948201488019e-05
SIRT7	4.77444387289827e-05
CCDC117	4.784064941278753e-05
NSUN5P1	4.8012765444085706e-05
OMA1	4.811070507850469e-05
STK3	4.812994306078374e-05
TRUB2	4.834705210345847e-05
PRKCI	4.84070421340662e-05
SNX27	4.845081624176251e-05
SPATS2L	4.855632597956312e-05
FAM122A	4.857144343002113e-05
SPATA13	4.865745817707124e-05
HIATL2	4.86837115414576e-05
TNFAIP8	4.86837115414576e-05
ACTR2	4.872448151912137e-05
TNFRSF12A	4.876073473535166e-05
PLXNB3	4.8934747930463436e-05
HTRA3	4.896061936412205e-05
RNFT1	4.90364922291426e-05
CDC14A	4.92395933384222e-05
JMY	4.9244276682424894e-05
DENND6B	4.926761388182517e-05
GPR68	4.932016885805734e-05
TMEM147	4.936826382263678e-05
ADAMTSL4	4.976766735214033e-05
ZNF90	4.988568159679783e-05
ALG2	4.9992857744857636e-05
RCN3	4.9992857744857636e-05
DLAT	5.017693168031798e-05
KIAA1462	5.028503387660773e-05
ICA1L	5.037007329927766e-05
SLC2A3	5.0391493147600845e-05
MLEC	5.051755665078213e-05
C11ORF49	5.079480615917537e-05
NAT9	5.0829410763275035e-05
EPS8	5.0943765016019564e-05
CNTLN	5.097888051738243e-05
RAB42	5.101101396072458e-05
MEX3C	5.104771532005583e-05
NUTM2D	5.1653547508138085e-05
ZNF318	5.168744593828598e-05
SYTL3	5.1907688163233384e-05
SP110	5.2122443867204466e-05
ZNF93	5.2253551315084964e-05
HMGB1	5.229140730521922e-05
AKAP6	5.241150575627e-05
CWC25	5.25048379951751e-05
VRK2	5.261629627299958e-05
CPNE5	5.262987955524476e-05
SERPINB9	5.2704703069591683e-05
SNRPN	5.2858759873066285e-05
RPL36A	5.2931863121448546e-05
DUOX1	5.2968900558272504e-05
ITFG3	5.3126450149564114e-05
SHANK3	5.317776280626183e-05
JPX	5.3287007242358385e-05
AMDHD2	5.394443119591175e-05
TMEM218	5.403310524730651e-05
CLUHP3	5.4039203396366185e-05
PRR4	5.415170990272898e-05
SRGAP3	5.420922959521535e-05
YWHAB	5.476779626355759e-05
NEK1	5.5028264839168915e-05
HERC3	5.5125474138786025e-05
CRACR2B	5.513556742161008e-05
C16ORF70	5.544837232806884e-05
EPB41L4A-AS1	5.55694470027411e-05
DUSP3	5.5574520078575766e-05
SRRT	5.580539730390494e-05
TMEM38B	5.5879367458166994e-05
GINM1	5.604988449479563e-05
TMEM204	5.6094805008135274e-05
PRDX6	5.614400386758353e-05
TDP1	5.614400386758353e-05
RILPL2	5.6155120497960636e-05
SYNE4	5.616105373043853e-05
ITGB2	5.6232816003163104e-05
VMA21	5.641008007850264e-05
SPATA33	5.641569636412115e-05
PEPD	5.6507468759247076e-05
ZNF14	5.662170778677464e-05
THUMPD2	5.663769603339844e-05
DPP7	5.665134740821776e-05
ZBTB37	5.689601884916377e-05
FAM26E	5.706597929562564e-05
THG1L	5.713903244154927e-05
ARHGAP9	5.729841181223989e-05
MUS81	5.779132884441208e-05
SCAF11	5.795286555025114e-05
PLBD2	5.796573041958072e-05
PRKCDBP	5.797443180848044e-05
NFYC-AS1	5.81269955769395e-05
PPDPF	5.8273470120669386e-05
TRIP10	5.831900944485909e-05
EFHD2	5.835194586646579e-05
MAVS	5.859116943330921e-05
SNRPF	5.884373208598515e-05
PPA2	5.888354929585244e-05
C1ORF159	5.895695142322792e-05
HIST2H4A	5.9016708897811145e-05
PFKL	5.916693201102562e-05
GOLGA5	5.931424508993541e-05
ZNF555	5.965094667117772e-05
MRPL36	5.9783052623433063e-05
CNOT1	5.9934581676053386e-05
GNAI3	6.00487226215165e-05
STX10	6.009942120725698e-05
P3H1	6.018852139480551e-05
USHBP1	6.036241392988432e-05
PDGFRL	6.036706826739698e-05
ICAM2	6.05276043009778e-05
TMTC2	6.0613660155889166e-05
INPP5B	6.0627729373111123e-05
LAMA3	6.0642683171953355e-05
RNF185	6.077690500034227e-05
SRR	6.079440017797106e-05
GALK1	6.08559020133389e-05
MED20	6.104617963950795e-05
MFF	6.134374007309268e-05
DDTL	6.144442503120851e-05
CNN3	6.144442503120851e-05
ANAPC13	6.163709096665132e-05
ABCD4	6.164280975902342e-05
MTO1	6.164689487875e-05
SEC24C	6.171790579733397e-05
GNL3	6.175617911182346e-05
YIPF2	6.183299445077298e-05
HVCN1	6.200595371984802e-05
ARL2	6.209373902182319e-05
RAD51B	6.215124417522004e-05
ANGPT1	6.253789559449258e-05
CHN1	6.296022638296045e-05
CD163	6.324206939824486e-05
CD34	6.363610543528612e-05
CASP8AP2	6.363610543528612e-05
RPL39	6.401218573747843e-05
VPS9D1	6.408832405077139e-05
NDC1	6.416711928170414e-05
SLC26A2	6.435649332766395e-05
WAS	6.447693647985846e-05
RINT1	6.450475038014785e-05
PAMR1	6.465191561318678e-05
STMN3	6.486828387590988e-05
WWC2	6.538061027077113e-05
SARS2	6.542310159619248e-05
ZNF554	6.54236896114876e-05
ADGRG1	6.555356706583705e-05
ABCB8	6.557924488047766e-05
NRBP1	6.571499420109798e-05
RQCD1	6.579768563876462e-05
RPS6KB2	6.612753574381219e-05
RBM45	6.624531256914865e-05
ERGIC2	6.626364409414133e-05
PSEN2	6.650984505126842e-05
LOC401010	6.650984505126842e-05
XRRA1	6.676215913947508e-05
ARAP2	6.693100262355442e-05
C17ORF75	6.71266601842505e-05
RPS8	6.721531108801278e-05
FPR3	6.735082003120322e-05
PACS2	6.755391487561154e-05
CKAP4	6.76156304986772e-05
U2SURP	6.778821368294217e-05
MCMBP	6.779269295969195e-05
EIF3M	6.785485000241148e-05
ITPRIP	6.800082798467198e-05
SRPX2	6.808374082606508e-05
TDG	6.842085560390382e-05
MAMDC4	6.842085560390382e-05
TAF6L	6.857822228907156e-05
STUB1	6.875457128046557e-05
SUGT1	6.883437449241928e-05
PPP1R9B	6.899208272952862e-05
C15ORF48	6.912881738256515e-05
PSMC1	6.933102097576184e-05
DNM1L	7.002610442508526e-05
ATP2C2	7.012869737453327e-05
CDK2	7.021309475560365e-05
ZNF320	7.029650858214892e-05
APOBEC3C	7.032749037968413e-05
ARHGAP10	7.042100328540895e-05
RRAGB	7.076728299147766e-05
PTCD1	7.11675191033535e-05
ZNF627	7.136801040951884e-05
HIST1H2BC	7.136801040951884e-05
PIGM	7.162960962670204e-05
ESPN	7.200498422164277e-05
ERG	7.238883686401751e-05
FGD2	7.259361011114299e-05
SLC25A29	7.263718869052249e-05
ZNF358	7.269389330293099e-05
QPCTL	7.276647543907927e-05
FCER1G	7.300521270399222e-05
TMEM183A	7.305690127879668e-05
ARHGAP20	7.308474509040866e-05
PRKCSH	7.323307701922513e-05
C2ORF44	7.338885494887429e-05
GOT2	7.344200112857815e-05
DCTN6	7.387929579792306e-05
GNPNAT1	7.390813025070882e-05
CAND2	7.395828525367214e-05
RPS25	7.493621818074097e-05
BICD2	7.514609977594177e-05
ZNF487	7.514609977594177e-05
CYSLTR1	7.543687023734429e-05
SLC35A4	7.568347836859623e-05
CD302	7.582042214423836e-05
ZC3HC1	7.587826922907891e-05
ZNF621	7.604535685123423e-05
ISCA2	7.617940642503141e-05
PTENP1	7.617940642503141e-05
CACNA1C	7.628153167990056e-05
CD86	7.673527436068397e-05
YTHDF2	7.694977549227e-05
CXCL12	7.696395881802234e-05
TRPM7	7.704684567005083e-05
NBL1	7.71158324494023e-05
ZC3H14	7.715017421117372e-05
NCOR1	7.715789080436523e-05
GNG12	7.724895115307032e-05
PWP1	7.730530721274669e-05
CSGALNACT1	7.730540007061915e-05
MRPL13	7.742291678219518e-05
CARD16	7.745408814858506e-05
FAM188A	7.74679816715322e-05
TRANK1	7.751806191954965e-05
SYNGR2	7.755025752859802e-05
REEP4	7.760538658519597e-05
MYO1G	7.776449927816561e-05
STT3A	7.783512731648143e-05
RRP7BP	7.881475852752814e-05
EPSTI1	7.893552930126523e-05
TNFSF12	7.997947962179045e-05
MAP2K1	8.008624656572996e-05
LOC220729	8.01094717155224e-05
ACAN	8.02937840466911e-05
MUL1	8.02939885774946e-05
SEC62	8.070659256754921e-05
FBXO22-AS1	8.076407688719208e-05
SAMD4B	8.076407688719208e-05
CYFIP2	8.098883400983442e-05
VPS13D	8.201669922468422e-05
ZNF816	8.218500727783186e-05
EI24	8.260593491150809e-05
FMO2	8.274371411065512e-05
PDCD2	8.289801256227435e-05
BVES	8.305821059818187e-05
IL17RA	8.360780178610618e-05
C14ORF93	8.373459130064467e-05
CTDSP2	8.424795822708867e-05
TBC1D2	8.454306785618055e-05
SEC61B	8.474410264421699e-05
CIITA	8.557268161251087e-05
DAPP1	8.569923377402127e-05
CHMP1B	8.581539478963114e-05
NCAM1	8.583039789663251e-05
ZNF28	8.583205714137852e-05
FAM65A	8.58983942822615e-05
METAP1	8.601859126993597e-05
LPXN	8.625496770961877e-05
TMEM5	8.66619372868215e-05
USP36	8.673455440817795e-05
CNPY3	8.691263476146348e-05
DNPEP	8.742792832477781e-05
TM6SF1	8.759869923966794e-05
LHFP	8.792410908027963e-05
MYO1D	8.828872885843578e-05
FBXO48	8.82889343870178e-05
HAUS3	8.835183086750875e-05
ZNF112	8.854088682978283e-05
ARHGEF19	8.855489489312069e-05
PILRA	8.855489489312069e-05
MLF2	8.886388304610337e-05
WWP2	8.928290410089989e-05
EHBP1L1	8.975840120457452e-05
BAHD1	9.01297880915156e-05
CFL2	9.033814011774533e-05
PIGX	9.083163247744497e-05
ADGRL2	9.083163247744497e-05
GRTP1	9.097225937671554e-05
PCK2	9.145627705065648e-05
HNRNPAB	9.160507244448043e-05
MLLT10	9.211415378212533e-05
ZNF300	9.222564448295048e-05
CCM2	9.253462494611452e-05
ZNF395	9.254843918869749e-05
RNF41	9.258002400662942e-05
TSPAN9	9.287148466830825e-05
KIAA0101	9.302824433710342e-05
MITD1	9.350973372151611e-05
SUMO1P3	9.382217801383533e-05
RBPMS	9.414810949765672e-05
LYPLAL1	9.418886461945721e-05
SIPA1L3	9.424981757503846e-05
NOTCH4	9.443209525171256e-05
ETAA1	9.502527148607968e-05
CD53	9.521561310589712e-05
ZNF571	9.599844358024049e-05
GIT2	9.647088392771485e-05
CBL	9.647205752483332e-05
SLC13A3	9.677981242107291e-05
ACLY	9.69201597162657e-05
ADGRL4	9.698675583549457e-05
SP140	9.715665263196246e-05
KYNU	9.716547068640243e-05
HLA-L	9.765416125700373e-05
TNFRSF19	9.799511943109748e-05
MRPS21	9.804109226391075e-05
ABI1	9.807858112422247e-05
GALT	9.81832302520125e-05
CYC1	9.825890247955736e-05
KMT2C	9.835286226746156e-05
MDGA1	9.866204187357844e-05
HEYL	9.879493329795655e-05
CDIP1	9.919212806759998e-05
CRYZ	9.93006312527919e-05
SDC3	9.931581032304573e-05
KIZ	9.963718917996616e-05
FAM117A	9.969725280462067e-05
RPS18	9.994598747209118e-05
WHSC1	9.994874480250748e-05
YARS2	0.00010027614461188398
NOM1	0.00010041088727739086
DANCR	0.00010048377112684312
AP1M1	0.00010084387011502682
TMUB2	0.0001014851764531421
ZBTB24	0.00010163594374355836
ZNF133	0.0001018304983449301
CD99L2	0.00010183939155464092
GEMIN5	0.00010215534921058246
PLCE1	0.00010232247209517925
SRGAP2	0.00010234042673619567
HNRNPUL1	0.00010255579497721924
ANO7	0.00010258550389394535
RPS21	0.00010308011461144433
CEP89	0.00010321569591241139
TMEM51-AS1	0.00010325873322291059
CCL3	0.00010332179977151331
OXTR	0.00010353983766519673
RBM8A	0.00010365632655247777
ADORA1	0.00010378130001453969
LRCH1	0.00010389419576583944
TATDN2	0.00010413916084872246
FAM204A	0.00010480547037784901
PLXNB1	0.00010480547037784901
HSD17B10	0.00010488209424443672
C12ORF4	0.00010526110109907237
LCLAT1	0.0001053462274737288
IGF1	0.00010548726628772257
DPCD	0.00010563600367763672
LIPA	0.00010569422576668361
HMCN1	0.00010588211586244361
TMEM64	0.00010595468345387692
SVIL	0.00010621780742877926
KIAA0753	0.00010633251596561837
ZFAND2A	0.00010640388643469867
HCFC1	0.00010645694293751581
P3H4	0.00010654571790710309
ATP5G3	0.00010696954566530459
IKZF5	0.00010707542854902702
LSMEM1	0.00010708051968353917
ACAA2	0.0001071117084906269
TBC1D10C	0.00010715500117787794
HMBOX1	0.00010730591334669849
CTDNEP1	0.00010736737717393205
PLEK	0.00010767800133874957
RASAL2	0.00010800215573932766
WDR48	0.00010810463148104488
TDRD7	0.00010833484239122051
TMEM41A	0.00010841266616909106
DOK3	0.00010841266616909106
ZNF768	0.00010868817993912156
PDF	0.00010925024533493879
USP18	0.00010971795121022711
SPRYD7	0.00010984838798085572
XPO6	0.00010998987996819788
ELOVL7	0.0001103400299199814
HSD17B7	0.00011064136059741415
SLC16A9	0.0001110594786802703
C11ORF24	0.0001110594786802703
CDCP1	0.00011187610993971511
NFS1	0.0001131575513153455
ARHGAP12	0.00011317209000728782
TNXB	0.00011341689903051891
RALGAPA2	0.0001134262645641114
DAB2IP	0.00011415817340891058
RPL4	0.00011433023793403073
PHB2	0.00011479830131413233
MSTO1	0.00011487188534074321
AP1M2	0.00011491304582845651
POGK	0.00011492311669480856
ZNF41	0.00011506418752708268
WNT4	0.00011510153696345153
PAXBP1	0.00011540104064244403
TRIP6	0.00011557543337802813
URI1	0.00011557543337802813
INIP	0.00011557543337802813
C21ORF58	0.00011596413553110315
IFIH1	0.00011644820588124774
DHX8	0.00011646432045938886
KMT2E-AS1	0.000116530071079347
PPP2R5A	0.00011677932715599763
PLCD3	0.00011681006103380627
WNT5A	0.00011697434101304119
CTNND1	0.00011719694203481594
DUSP10	0.00011723172601374287
PDCD10	0.0001174057701522053
TRIM37	0.00011753034090318907
MEX3D	0.00011753034090318907
NCF4	0.00011761783715994149
CHSY3	0.00011821314243647112
ZNF321P	0.00011888590680685074
CHP1	0.00011901590222715995
SARM1	0.00011903505860388893
CEP131	0.00011916239957143122
MRPS25	0.00011937383390295156
MAK16	0.0001201970050507583
PPIA	0.00012025742378545106
GMFB	0.00012057704284938317
GRHL1	0.0001208937357521971
ALKBH2	0.00012104676894542186
FAM35DP	0.00012144773153349616
MIRLET7BHG	0.00012166406759090835
ADM5	0.00012211928896357764
TWSG1	0.00012211928896357764
PFDN1	0.00012221126826033183
HOMER1	0.00012224521265709673
DSEL	0.0001224341660296173
NUP153	0.00012294115797874513
SLC43A1	0.00012321521756297426
RNF10	0.00012343763096461178
RTN4	0.000123646948731091
KIAA1614	0.00012393998889602303
GINS2	0.00012414552638182933
NTN1	0.00012514902063188353
CD22	0.00012572536679445322
COPZ2	0.0001257356337486697
CITED4	0.0001259559287803622
POM121	0.0001261122825617237
PCED1A	0.0001262487663710616
MAN1B1-AS1	0.00012664554620010494
C10ORF35	0.00012678993433374233
CCDC124	0.0001269619007464719
C1ORF74	0.00012718411821483134
EMB	0.0001272827803313067
INPP4A	0.00012779262753173713
ZFYVE21	0.00012779262753173713
PLLP	0.00012807030213789412
HCST	0.00012816879359746312
BFSP1	0.0001283679750061989
SMPDL3B	0.00012879149487913163
GSAP	0.00012896864696938508
PYCR1	0.00012904922098084214
ZNF568	0.0001290535934219946
TMEM43	0.00012940273371936346
ZNF879	0.00013028322427063163
C4ORF33	0.0001308259034802129
MECR	0.00013083642785261462
MRPL43	0.00013137974989503378
ADAMTS12	0.0001314176247128806
PTGES	0.00013201050922617138
RAB4B	0.0001329231630544188
CCDC43	0.0001330786110034258
PTPN12	0.00013324454381313396
C18ORF54	0.00013346514238922182
MX2	0.00013421580080574913
RSBN1L	0.0001342861858849257
C11ORF63	0.00013437229300810357
USF1	0.00013449618918769698
ZNF30	0.00013459749865631676
CD320	0.0001346004008886652
GOPC	0.00013471472933900997
HOXB4	0.0001349399851518289
SYNGAP1	0.00013524114244298232
RENBP	0.00013527775188206038
SNHG20	0.00013543997176920035
PCDHB4	0.00013553692650856687
ZNF473	0.00013557099022699082
ZFAND5	0.00013599999759513097
JAM3	0.00013634143993352478
GOLGA6L9	0.00013698543621600565
PLCXD2	0.00013709273484581325
TRIB2	0.0001370992693228266
KDELR2	0.00013734344949658278
HBB	0.0001374711751329493
POLD2	0.0001378563203903818
LRRC49	0.0001379652725693796
EYA2	0.00013815293327341878
NXT2	0.00013815293327341878
PLCB3	0.00013957536558345556
CYTIP	0.0001400262529491029
NBPF3	0.00014006538809525752
CILP2	0.00014043457983932634
PRRX2	0.00014068707895560268
ZNF75D	0.0001410263764160498
CPSF7	0.000141717646710991
KIAA0196	0.00014180950658544548
PHC3	0.0001427333814740416
RSPH3	0.00014298008324045662
ANKH	0.00014317601463962741
TTC27	0.00014329088690090156
LOC643387	0.00014349916601224632
POLR2I	0.00014353305351391687
ATE1	0.00014390106913886156
NFE2L3P2	0.0001443696477099079
G3BP2	0.0001452585791386026
PPP2R3B	0.00014543074168682797
ATP8B2	0.0001462959970256173
SLAIN2	0.00014648886818540186
UQCRBP1	0.00014697289358484104
HCLS1	0.00014714684954571456
ZNF585B	0.00014716015200893587
SOX17	0.0001473391250404392
TRAPPC6B	0.00014758801311741873
ANKRD52	0.00014758801311741873
C11ORF1	0.00014758801311741873
RBM12	0.0001479232842823878
LSM11	0.00014827305016204808
ZNF766	0.00014840363246202334
PAOX	0.0001485789569680067
ATAD1	0.0001487531170285108
KLHL15	0.00014879767889955874
PICK1	0.00014882152622244788
SDHAP1	0.00014900866050600125
PTCD3	0.00014927694076645356
BSCL2	0.0001494583910436228
DLG3	0.0001495957422810059
BCL9	0.00015005114001036092
TMED10P1	0.00015015741208541472
ARMCX5	0.00015027975475118623
MRPL27	0.00015028586812455234
RABEPK	0.00015089618601754775
SMYD5	0.0001511469076370582
LILRB1	0.00015124627443363232
PLRG1	0.00015161807050550544
RPS10P7	0.00015187812671291158
CKAP5	0.00015209122478848248
HPS6	0.0001521204124015471
NMNAT3	0.00015227190649454327
ARF5	0.00015228960293197876
CSNK1G2	0.00015244865821142082
TMEM86B	0.00015255907693938748
ANKS1A	0.00015255907693938748
RMDN2	0.00015255907693938748
RNASEH2B	0.00015271794903374395
CLEC4A	0.00015271965069843814
UBE2L3	0.00015284873326258444
CALHM2	0.0001529064083305744
MMP23B	0.0001529064083305744
NBPF15	0.0001529709462308564
TBC1D13	0.0001538660247841419
ZSCAN18	0.0001540649940465066
SHROOM2	0.00015420840521008234
SUMO1	0.0001546500213355414
PRPF38B	0.00015474064393297725
SIGLEC10	0.000154824983170676
KIAA1191	0.00015513050493105363
WDR75	0.00015532460281736886
VPS52	0.0001553382773533495
FBXO43	0.00015630791280129162
ZNF177	0.00015644816253923026
PINK1	0.00015673025859055622
RASA4CP	0.00015748282728608276
CD48	0.0001576270468387991
FEM1B	0.0001576270468387991
SCO2	0.0001576781884267895
SPTLC1	0.00015832124973439788
DNAJC18	0.00015863795184791523
ANXA7	0.00015863795184791523
PCGF1	0.00015949316801548683
CHST1	0.0001596446689845714
KNTC1	0.0001602163065315379
ZNF542P	0.0001602163065315379
MAGEE1	0.00016030931623013133
LMBR1	0.00016120322878719119
MARCH2	0.000161482640449981
ARHGEF15	0.00016230188216382292
ZNF580	0.0001623213116953659
MTCL1	0.0001626434501650695
KIAA1107	0.00016316499897218317
PRKCB	0.00016470103765683266
ZNF681	0.0001651014980406939
ZBTB47	0.00016531839112039174
ANGEL1	0.00016553392439860244
HINT2	0.00016602748147306177
GORASP2	0.00016611736113628786
PGAM1	0.00016633611312225036
REL	0.00016663722876018579
DPP9	0.0001667819774406684
PPP1R21	0.00016735697573141734
TIGD5	0.00016779643854279936
RSC1A1	0.00016798493609429562
AP1B1	0.0001681924308191077
THAP5	0.00016979894674936318
WASF2	0.00016983884565012917
PRKAR2B	0.00017142762772789566
TGDS	0.0001721208584714059
MARCH6	0.00017238186761628767
IRAK2	0.00017251422745474866
DNAH17	0.00017292158606123525
KCNIP4	0.00017364343857151707
CLEC11A	0.000174506126397014
SNHG8	0.00017590605501510326
KDM6A	0.0001761330659858886
ZNF526	0.00017623592685668302
YWHAE	0.00017625543768068816
CYP2R1	0.00017625543768068816
JAM2	0.00017647073675319385
SSBP3	0.00017654432370264528
PCDHB15	0.00017793798346006997
SAT1	0.00017804768448244094
PPAT	0.0001782311893142842
SECISBP2L	0.0001790557982903545
TSPAN5	0.0001794074730777099
PLEKHM1	0.00017945042960062786
FH	0.00017969239681763812
PSMD4	0.00018008283452130468
AMOTL1	0.00018015925207340904
RNLS	0.00018030277446979263
BABAM1	0.00018050602824468446
DDR1	0.0001806313676819026
COG4	0.00018123078175083938
TXNIP	0.00018127576095991458
ATP6V1D	0.00018165155100954375
SDF2L1	0.00018165155100954375
NAT10	0.0001819833534998337
NUTM2A	0.00018295879602705733
RBCK1	0.00018319856024155725
TFRC	0.00018332336158312357
SFT2D3	0.00018465454515636726
EFR3A	0.00018483693595476607
ZNF132	0.00018494300725734058
FDXR	0.00018678138291925125
SGSM2	0.00018706558546151584
IRF2BPL	0.00018707776552512377
EMC6	0.00018761122712074565
ANKRD12	0.00018800514566169374
SUCO	0.0001880541090001541
KCNJ2	0.00018942636860137276
HBS1L	0.00018985341893616037
FLOT1	0.0001898703968549352
FMNL1	0.00018999960031372353
APBB1	0.00019007230830955996
BMS1P5	0.0001901136482188964
MSRA	0.00019095539019823573
ZNF543	0.00019124936152373412
CSDE1	0.0001922979739286967
IP6K1	0.00019242417283384363
MRPL38	0.00019242417283384363
AGPAT1	0.00019293999323358424
WDR35	0.00019475042297544798
CCBL1	0.00019485984842683912
NRBP2	0.0001964942465262934
TBX15	0.00019667480380455317
VCAN	0.00019708742753008396
WNT5B	0.00019740093679955611
SDCBP	0.00019882309197828284
C18ORF8	0.0001989278861944063
EPCAM	0.00019960366128715575
COL5A1	0.00020017766555486088
MYO1C	0.0002002582998086451
SUMO2	0.0002002582998086451
TCFL5	0.0002002582998086451
CSTA	0.00020107313474295417
ARHGEF10L	0.00020110446326987308
MPP5	0.00020192762776661757
NUDT21	0.00020201352823983845
PSTPIP2	0.00020248877029270754
SAYSD1	0.000203261935361289
LRRC47	0.00020338302400472674
RAP1GAP2	0.0002035111744429975
EHD4	0.0002035190705799106
LBX2-AS1	0.0002036371787859786
CLPTM1L	0.00020402769892036984
AATK	0.00020450439192173852
CYBB	0.00020455413541724544
RARS	0.00020472869183368376
DHRS4	0.00020489143022788025
TPD52	0.00020553249987747489
SFRP4	0.00020553249987747489
LMF2	0.00020574546304315126
HOXD1	0.0002062665297829629
F11R	0.00020643904149862674
COL4A2	0.0002072025817058114
STK17B	0.00020801308676425363
SAV1	0.0002081508336902425
AP5B1	0.00020938206406555878
SF3A2	0.0002109418492596444
TPP1	0.00021123536859076538
MED16	0.000211483814653081
IFI35	0.00021257028617957302
MDFIC	0.00021257028617957302
RNF126	0.0002131299105120709
CCR5	0.0002138157640377184
IL6R	0.00021431704921075957
C17ORF59	0.00021529176509159243
ZFP69	0.00021605179728982708
CHKA	0.00021658910478136907
ZCRB1	0.0002168218611999817
KRI1	0.000216884691079261
ADHFE1	0.00021716032430743495
FAM193A	0.0002199315044612675
PLS1	0.00022059936967024562
KLHL9	0.00022061935746175748
TSGA10	0.00022163078650120713
PRKAR1B	0.00022216473179817635
UBN2	0.00022238639892550603
ARPC4	0.0002232125853080951
HGH1	0.00022386574028447032
CENPC	0.00022420518169398998
THOC7	0.00022420518169398998
TAF8	0.0002242201701422294
NOL3	0.00022450662855705877
ARL6IP5	0.00022643439429814407
EIF1AD	0.0002270537381387441
PCGF3	0.0002271810104773078
SRP9	0.00022740235246751479
THBS1	0.0002278904224489983
RBM33	0.00022804348519331512
ATXN7L3B	0.00023039155960616995
CELF6	0.00023082398639180925
SEMA4B	0.0002309826542919691
GPATCH8	0.00023178064249132762
GSS	0.00023187822573745553
RASSF8	0.00023187822573745553
DLGAP4	0.00023217715306215995
CTSL	0.0002332521170426579
TDRD3	0.00023327119948025093
ZSCAN22	0.000233536380130706
DYNLL1	0.0002339647457563378
GNL3L	0.0002339647457563378
PALM2-AKAP2	0.00023438790269646962
ZNF519	0.00023438790269646962
UQCC2	0.00023476870934189886
PGBD4	0.00023479477520837037
OBSCN	0.0002350485978965555
WRB	0.0002351144496131432
ERN1	0.00023552322960665648
ZNF876P	0.0002368023871763642
TRIM13	0.00023706297279809014
CCDC109B	0.0002386546706554486
NFKBIL1	0.00023969351247673864
TBP	0.0002398048452186537
WDR33	0.00024011314787390891
TENM4	0.00024014451683794744
TARBP1	0.00024097565694299598
CTAGE5	0.00024161766735380258
AAMDC	0.00024176994891562177
DHRS4L1	0.00024203373700763632
TINCR	0.0002426217549305242
TTC5	0.00024311268753072417
BRD1	0.00024321471049113758
TMEM80	0.00024321731459549326
FAM208B	0.0002439468120502542
NDUFA6	0.000244478243882042
PDE3B	0.000246121022669147
SUPT7L	0.00024624330084736497
SEC14L1	0.0002462773077832395
CDH5	0.00024748209686819406
NRGN	0.00024767626868326786
EBF3	0.0002479251283741734
GGPS1	0.00024854445231993944
FAS	0.0002491333647337289
TMEM131	0.00024953135686028285
